CUST_ID,CUST_PRODUCT_CNT,CUST_DOLLER_FLAG,CUST_INTERNATIONAL_GOLD_FLAG,CUST_INTERNATIONAL_SIL_FLAG,CUST_INTERNATIONAL_DIAMOND_FLAG,CUST_STAD_PLATINUM_FLAG,TOP_CARD_LEVEL,CUST_VALUE_CLASS,DEP_SA_FGCR_ACCOUNT_CNT,FUND_FLAG,QSAB_FLAG,OCN,FINA_BUY_NOFIX_AVGCNT_zj,FINA_BUY_THREE_AVGAMT_zj,FINA_BUY_THREE_AVGCNT_zj,FINA_MONTH_AVG_BAL_AVG_zj
1000880293,5,1,1,0,0,0,7,2,5,0,0,0,0,0.0,0,0.0
1000880302,1,1,0,0,1,0,7,6,2,0,0,3,0,0.0,0,0.0
1000880374,4,1,0,1,0,0,2,1,2,0,0,8,0,0.0,0,0.0
1000880551,1,0,0,0,0,0,6,3,0,0,0,8,0,0.0,0,0.0
1000880658,0,0,0,0,0,0,6,1,0,0,0,0,0,0.0,0,0.0
1000880961,5,0,0,0,0,0,6,3,0,1,1,0,-2,-420000.0,-2,0.03219292
1000880971,4,1,0,1,0,0,7,3,4,1,1,8,-2,0.0,0,0.021620336
1000880995,4,0,0,0,0,0,6,1,0,0,0,4,0,0.0,0,0.0
1000881044,5,0,0,0,0,0,7,3,0,0,0,8,0,0.0,0,0.0
1000881065,0,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000881078,0,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000881166,6,1,0,1,1,0,7,3,5,0,1,3,-10,0.0,0,0.03219292
1000881177,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000881236,3,0,0,0,0,0,7,1,1,0,0,8,0,0.0,0,0.0
1000881241,5,0,0,0,0,0,6,0,0,0,1,0,0,0.0,0,-0.010928962
1000881259,6,0,0,0,0,0,7,3,0,1,1,8,-4,0.0,0,0.021620336
1000881270,0,0,0,0,0,0,7,3,0,0,0,0,0,0.0,0,0.0
1000881309,5,0,0,0,0,0,7,3,0,0,0,8,0,-666666.6667,-4,-0.033024472
1000881336,2,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000881349,9,1,0,0,1,0,7,6,5,0,1,6,-4,-2173333.333,-6,0.064861012
1000881368,5,0,0,0,0,0,6,3,0,0,0,3,0,0.0,0,0.0
1000881370,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0.0
1000881388,3,0,0,0,0,0,7,0,0,0,0,3,0,0.0,0,0.0
1000881397,0,0,0,0,0,0,7,3,0,0,0,1,0,0.0,0,0.0
1000881433,5,0,0,0,0,0,7,5,0,0,1,8,0,-466666.6667,-4,0.021145164
1000881454,1,0,0,0,0,0,7,3,0,0,0,3,0,0.0,0,0.0
1000881475,8,1,0,0,1,0,7,5,2,1,1,8,-2,0.0,0,0.010691373999999998
1000881488,2,0,0,0,0,0,7,1,0,0,0,4,0,0.0,0,0.0
1000881495,3,0,0,0,0,0,6,4,0,0,0,3,-4,-666666.6667,-4,0.021501544
1000881514,1,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000881529,5,0,0,0,0,0,7,1,0,0,1,3,0,0.0,0,0.0
1000881553,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0.0
1000881576,7,1,0,0,1,0,0,5,2,0,1,4,-2,0.0,0,-0.011047756
1000881587,4,0,0,0,0,0,7,3,0,0,0,3,0,0.0,0,0.0
1000881595,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0.0
1000881605,1,0,0,0,0,0,7,3,0,0,0,0,0,0.0,0,0.0
1000881620,2,0,0,0,0,0,7,1,0,0,0,3,0,0.0,0,0.0
1000881669,2,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000881680,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0.0
1000881691,5,1,0,1,0,0,2,1,2,0,0,3,0,0.0,0,0.0
1000881703,1,0,0,0,0,0,7,1,0,0,0,3,0,0.0,0,0.0
1000881730,7,1,0,1,1,0,7,3,5,1,1,3,0,0.0,0,0.010691373999999998
1000881746,4,0,0,0,0,0,7,2,0,0,0,4,-2,0.0,0,-0.010928962
1000881764,2,1,0,1,0,0,7,5,2,1,0,8,0,0.0,0,0.0
1000881778,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0.0
1000881780,4,0,0,0,0,0,7,2,0,0,0,4,0,0.0,0,0.0
1000881801,4,0,0,0,0,0,7,5,0,0,0,4,-12,-600000.0,-2,0.053338084
1000881827,3,0,0,0,0,0,6,3,1,0,0,3,0,0.0,0,0.0
1000881843,1,0,0,0,0,0,7,2,1,0,0,0,0,0.0,0,0.0
1000881856,9,1,0,0,1,0,7,6,2,0,1,8,-4,-1600000.0,-4,0.0
1000881888,3,0,0,0,0,0,7,2,0,0,0,3,0,0.0,0,0.0
1000881904,2,0,0,0,0,0,7,3,0,0,0,8,0,0.0,0,0.0
1000881919,1,0,0,0,0,0,7,0,0,0,0,8,0,0.0,0,0.0
1000881924,3,0,0,0,0,1,7,0,0,0,0,2,0,0.0,0,0.0
1000881938,8,1,0,1,0,1,7,3,2,1,1,3,-6,-93333.33333,-2,-0.01128534
1000881941,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000881958,2,0,0,0,0,0,7,1,0,0,0,3,0,0.0,0,0.0
1000881970,3,0,0,0,0,0,7,1,0,0,0,8,0,0.0,0,0.0
1000882014,2,0,0,0,0,0,6,3,0,0,0,0,0,0.0,0,0.0
1000882022,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000882069,1,1,0,0,1,0,7,3,2,0,0,3,0,0.0,0,0.0
1000882078,5,0,0,0,0,0,6,3,0,1,0,8,-2,-133333.3333,-2,0.032430506
1000882095,5,1,0,0,1,0,7,0,2,1,1,8,0,0.0,0,0.0
1000882134,2,1,0,0,1,0,7,1,6,1,0,4,0,0.0,0,0.0
1000882163,5,0,0,0,0,0,6,1,0,0,1,8,-4,0.0,0,-0.021857924
1000882172,0,1,1,0,0,0,1,2,2,1,0,3,0,0.0,0,0.0
1000882195,1,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000882204,6,1,0,0,1,0,7,5,4,0,1,3,-4,-266666.6667,-2,0.053575672000000005
1000882214,1,0,0,0,0,0,7,1,0,0,0,3,0,0.0,0,0.0
1000882222,2,0,0,0,0,0,7,3,0,0,0,8,0,0.0,0,0.0
1000882362,7,1,0,0,1,0,7,4,2,0,1,8,0,0.0,0,0.0
1000882454,1,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000882544,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0.0
1000882631,6,0,0,0,0,0,7,3,0,0,1,8,-2,-266666.6667,-2,0.0
1000882676,2,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000882729,2,0,0,0,0,0,6,0,0,0,1,0,0,0.0,0,-0.010928962
1000882827,1,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0.0
1000882894,2,1,0,1,0,0,2,1,2,1,0,4,0,0.0,0,0.0
1000882955,0,1,0,1,0,0,2,0,2,0,0,3,0,0.0,0,0.0
1000882987,1,0,0,0,0,0,7,1,0,1,0,0,0,0.0,0,0.0
1000883159,2,1,0,1,0,0,2,3,2,0,1,3,0,-860000.0,-4,0.010691373999999998
1000883171,3,0,0,0,0,0,6,3,0,0,0,4,0,0.0,0,0.0
1000883260,5,0,0,0,0,0,7,3,0,0,1,0,0,0.0,0,-0.021857924
1000883369,0,0,0,0,0,0,7,2,0,1,0,0,0,0.0,0,0.0
1000883417,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000883463,2,0,0,0,0,0,7,3,1,0,0,6,-4,-333333.3333,-2,-0.011166548
1000883521,1,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000883537,6,0,0,0,0,0,6,3,2,1,1,4,-4,0.0,0,-0.043715848
1000883553,3,0,0,0,0,0,6,3,1,0,0,3,0,0.0,0,0.0
1000883562,7,1,0,0,1,0,7,5,2,0,1,8,-4,-2400000.0,-6,0.0
1000883575,2,0,0,0,0,0,7,2,0,0,0,3,0,0.0,0,0.0
1000883583,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000883610,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000883636,0,0,0,0,0,0,7,3,1,0,0,0,0,0.0,0,0.0
1000883649,5,0,0,0,0,0,7,3,0,0,1,3,0,-93333.33333,-2,0.0
1000883675,6,1,1,1,0,1,7,3,5,1,1,6,-4,-213333.3333,-2,0.021382752
1000883682,1,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000883691,1,0,0,0,0,0,7,2,0,0,0,8,0,0.0,0,0.0
1000883707,2,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000883718,7,1,0,1,1,0,7,5,4,1,1,3,0,-1493333.333,-4,0.05393205
1000883727,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000883733,6,1,1,0,0,0,7,4,2,0,1,8,0,0.0,0,0.0
1000883748,0,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000883761,3,0,0,0,0,0,6,2,0,1,1,0,0,0.0,0,-0.010928962
1000883776,5,0,0,0,0,0,7,2,0,0,0,3,-4,0.0,0,0.010691373999999998
1000883795,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0.0
1000883805,1,0,0,0,0,0,7,2,3,0,0,6,0,0.0,0,0.0
1000883847,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000883850,2,1,0,1,0,0,7,3,2,0,0,3,0,0.0,0,0.010810168
1000883886,7,1,0,0,1,0,0,1,2,0,0,8,0,0.0,0,0.0
1000883893,2,0,0,0,0,0,6,0,0,0,0,4,0,0.0,0,0.0
1000883902,0,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000883922,5,0,0,0,0,0,7,3,0,0,0,8,0,0.0,0,0.0
1000883950,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000883963,3,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000883972,5,0,0,0,0,0,7,4,0,0,0,3,-12,0.0,0,-0.011404134
1000883985,2,0,0,0,0,0,7,3,0,0,0,8,-2,-200000.0,-2,0.021620336
1000884027,0,0,0,0,0,0,6,1,0,0,0,0,0,0.0,0,0.0
1000884031,2,0,0,0,0,0,6,2,0,0,0,0,0,0.0,0,0.0
1000884062,5,1,0,0,1,0,0,2,2,0,1,4,0,0.0,0,-0.054644808
1000884079,0,0,0,0,0,0,7,3,0,0,0,3,0,0.0,0,0.0
1000884089,3,0,0,0,0,0,7,1,0,1,0,0,0,0.0,0,0.0
1000884104,10,0,0,0,0,1,7,4,0,0,1,8,-2,0.0,0,-0.021976718
1000884116,2,0,0,0,0,0,7,3,0,0,0,0,0,0.0,0,0.0
1000884126,1,0,0,0,0,0,6,2,0,0,0,0,0,0.0,0,0.0
1000884154,10,0,0,0,0,1,6,3,0,0,0,8,0,0.0,0,0.0
1000884172,2,0,0,0,0,0,7,2,0,0,0,6,0,0.0,0,0.0
1000884198,3,1,0,1,0,0,7,3,2,1,0,4,-2,-200000.0,-2,0.032430506
1000884207,4,0,0,0,0,0,7,4,0,1,0,0,0,-326666.6667,-6,0.064623426
1000884211,6,0,0,0,0,0,6,1,0,0,0,4,0,0.0,0,0.0
1000884292,5,0,0,0,0,0,7,4,0,0,1,0,-4,-1086666.667,-6,0.031955334
1000884312,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000884322,4,1,0,1,0,1,2,1,2,0,0,0,0,0.0,0,0.0
1000884339,0,1,0,1,0,0,7,2,2,0,0,4,0,0.0,0,0.0
1000884366,0,0,0,0,0,0,7,1,3,0,0,0,0,0.0,0,0.0
1000884377,2,0,0,0,0,0,6,1,0,0,0,0,0,0.0,0,0.0
1000884384,0,0,0,0,0,0,7,1,2,0,0,0,0,0.0,0,0.0
1000884399,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0.0
1000884407,5,0,0,0,0,0,7,3,0,0,1,8,0,-440000.0,-2,0.010810168
1000884412,1,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000884450,0,0,0,0,0,0,6,0,0,0,0,8,0,0.0,0,0.0
1000884468,3,0,0,0,0,0,7,1,0,0,0,8,0,0.0,0,0.0
1000884495,1,0,0,0,0,0,6,1,0,0,0,8,0,0.0,0,0.0
1000884506,9,1,0,0,1,1,7,4,0,0,1,3,-4,0.0,0,0.021026372
1000884512,4,0,0,0,0,1,6,2,3,0,0,0,0,0.0,0,0.0
1000884532,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000884551,3,0,0,0,0,0,7,3,0,0,0,0,0,0.0,0,0.0
1000884573,2,0,0,0,0,0,7,3,0,0,0,0,0,0.0,0,0.0
1000884594,1,0,0,0,0,0,7,1,0,0,0,6,0,0.0,0,0.0
1000884617,4,0,0,0,0,0,7,2,0,0,1,0,0,0.0,0,-0.010928962
1000884621,2,0,0,0,0,0,7,3,0,0,0,8,0,0.0,0,0.0
1000884652,1,0,0,0,0,0,7,3,0,0,0,0,0,0.0,0,0.0
1000884669,6,0,0,0,0,0,7,3,1,0,0,4,0,0.0,0,0.0
1000884679,1,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000884680,1,0,0,0,0,0,7,2,0,0,0,6,0,0.0,0,0.0
1000884709,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0.0
1000884710,1,0,0,0,0,0,7,2,0,0,0,8,0,0.0,0,0.0
1000884721,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000884732,7,0,0,0,0,1,7,3,0,0,0,3,-8,0.0,0,-0.02209551
1000884749,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0.0
1000884753,7,0,0,0,0,0,7,3,0,0,1,3,-8,-240000.0,-4,0.032074126
1000884776,1,0,0,0,0,0,7,3,0,0,0,0,0,0.0,0,0.0
1000884787,0,0,0,0,0,0,6,1,0,0,0,0,0,0.0,0,0.0
1000884794,6,0,0,0,0,1,7,1,0,0,0,4,0,0.0,0,0.0
1000884816,4,0,0,0,0,0,6,1,0,0,0,3,0,0.0,0,0.0
1000884820,5,0,0,0,0,0,7,2,0,0,0,3,0,0.0,0,0.0
1000884834,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0.0
1000884851,4,0,0,0,0,0,7,2,0,0,0,8,0,0.0,0,0.0
1000884868,2,0,0,0,0,0,6,1,0,0,0,8,0,0.0,0,0.0
1000884894,0,0,0,0,0,0,7,1,0,0,0,3,0,0.0,0,0.0
1000884907,1,0,0,0,0,0,7,2,0,0,0,8,0,0.0,0,0.0
1000884922,0,0,0,0,0,0,7,1,0,0,0,1,0,0.0,0,0.0
1000884933,1,0,0,0,0,0,7,3,0,0,0,4,0,0.0,0,0.0
1000884975,0,1,0,1,0,0,7,1,2,0,0,3,0,0.0,0,0.0
1000884990,2,0,0,0,0,0,7,4,0,0,1,3,-14,-266666.6667,-2,0.031717748
1000885012,1,0,0,0,0,0,7,1,1,0,0,8,0,0.0,0,0.0
1000885032,1,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000885049,1,0,0,0,0,0,6,0,0,0,0,8,0,0.0,0,0.0
1000885060,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000885087,2,0,0,0,0,0,7,3,0,0,0,8,0,0.0,0,0.0
1000885102,5,0,0,0,0,0,6,4,0,0,1,8,0,-1173333.333,-2,0.021620336
1000885111,2,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000885125,2,0,0,0,0,0,7,3,0,0,0,6,-2,0.0,0,0.0
1000885208,2,0,0,0,0,0,7,2,0,0,0,6,0,0.0,0,0.0
1000885215,1,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000885225,3,1,1,0,0,0,7,3,2,0,0,8,0,0.0,0,0.0
1000885253,0,0,0,0,0,0,7,1,0,0,0,8,0,0.0,0,0.0
1000885279,3,0,0,0,0,0,7,3,0,0,0,8,0,0.0,0,0.0
1000885286,4,0,0,0,0,0,6,3,0,1,0,8,0,0.0,0,0.0
1000885541,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0.0
1000885679,1,0,0,0,0,0,7,4,0,0,0,8,0,0.0,0,0.0
1000885762,1,0,0,0,0,0,7,3,0,0,0,8,0,0.0,0,0.0
1000885872,6,1,0,1,1,0,0,5,4,0,1,3,-38,0.0,0,0.09657876
1000885900,2,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0.0
1000885991,3,0,0,0,0,1,6,1,0,0,0,8,0,0.0,0,0.0
1000886016,0,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000886157,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0.0
1000886189,0,0,0,0,0,0,6,2,0,0,0,0,0,0.0,0,0.0
1000886354,0,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000886388,8,0,0,0,0,1,7,3,7,1,0,4,0,0.0,0,0.0
1000886407,2,0,0,0,0,0,6,3,0,0,0,8,0,0.0,0,0.0
1000886438,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0.0
1000886472,4,0,0,0,0,0,6,3,1,0,1,4,0,0.0,0,0.0
1000886480,0,0,0,0,0,0,7,3,0,0,0,0,0,0.0,0,0.0
1000886528,2,0,0,0,0,0,7,1,1,0,0,0,0,0.0,0,0.0
1000886537,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000886553,7,0,0,0,0,0,6,3,0,0,1,8,-2,0.0,0,0.010691373999999998
1000886570,2,0,0,0,0,0,6,2,0,0,0,6,0,0.0,0,0.0
1000886618,1,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000886665,0,0,0,0,0,0,7,3,0,0,0,3,0,0.0,0,0.0
1000886696,5,1,0,1,0,0,7,4,2,0,0,8,0,0.0,0,0.0
1000886720,5,1,1,0,0,0,7,3,2,0,1,8,-14,0.0,0,0.06438584
1000886741,0,0,0,0,0,0,6,1,0,0,0,0,0,0.0,0,0.0
1000886757,0,0,0,0,0,0,6,1,0,0,0,3,0,0.0,0,0.0
1000886792,0,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000886804,0,0,0,0,0,0,6,1,0,0,0,0,0,0.0,0,0.0
1000886841,8,1,0,0,1,0,0,3,2,1,1,8,-6,-440000.0,-2,0.01045379
1000886863,0,0,0,0,0,0,7,3,0,0,0,0,0,0.0,0,0.0
1000886897,5,0,0,0,0,0,7,2,1,0,0,0,0,0.0,0,0.0
1000886904,1,0,0,0,0,0,7,1,0,0,0,3,0,0.0,0,0.0
1000886915,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0.0
1000886930,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0.0
1000886944,4,0,0,0,0,0,5,1,0,0,0,3,0,0.0,0,0.0
1000887011,1,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0.0
1000887090,1,0,0,0,0,0,6,2,0,0,0,6,0,0.0,0,0.0
1000887157,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0.0
1000887160,1,0,0,0,0,0,6,1,1,0,0,4,0,0.0,0,0.0
1000887176,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0.0
1000887199,2,0,0,0,0,0,6,3,0,0,0,0,0,0.0,0,0.0
1000887200,0,0,0,0,0,0,6,1,0,0,0,0,0,0.0,0,0.0
1000887213,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0.0
1000887220,0,0,0,0,0,0,6,3,0,0,0,8,0,0.0,0,0.0
1000887242,2,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.010810168
1000887268,0,0,0,0,0,0,6,1,0,0,0,0,0,0.0,0,0.0
1000887281,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000887298,0,0,0,0,0,0,6,0,0,0,0,8,0,0.0,0,0.0
1000887304,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0.0
1000887311,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0.0
1000887582,3,0,0,0,0,0,7,1,0,1,0,0,0,0.0,0,0.0
1000887634,2,0,0,0,0,0,7,1,0,0,0,4,0,0.0,0,0.0
1000887771,6,1,0,0,1,0,7,5,2,0,1,3,-4,0.0,0,0.010691373999999998
1000887855,6,0,0,0,0,0,7,0,0,0,0,8,0,0.0,0,-0.010928962
1000887903,2,0,0,0,0,0,6,1,0,0,0,0,0,0.0,0,0.0
1000887982,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000888067,1,0,0,0,0,0,7,2,0,0,0,8,0,0.0,0,0.0
1000888091,1,0,0,0,0,0,6,3,0,0,0,8,0,0.0,0,0.0
1000888183,5,1,0,1,1,0,0,3,6,1,1,3,-8,-66666.66667,-2,0.064504632
1000888253,0,0,0,0,0,0,7,1,1,0,0,0,0,0.0,0,0.0
1000888541,1,1,0,0,1,0,7,4,2,1,0,8,0,0.0,0,0.0
1000888583,0,0,0,0,0,0,6,1,0,1,0,0,0,0.0,0,0.0
1000888644,4,1,0,1,0,0,7,3,2,0,0,8,0,0.0,0,0.0
1000888657,1,0,0,0,0,0,6,3,0,0,0,8,0,0.0,0,0.0
1000888675,1,0,0,0,0,0,7,3,0,1,0,8,0,0.0,0,0.0
1000888716,0,1,0,1,0,0,2,0,4,0,0,8,0,0.0,0,0.0
1000888744,1,1,0,1,0,0,2,1,2,1,0,8,0,0.0,0,0.0
1000888782,1,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000888818,5,0,0,0,0,0,7,2,0,0,0,4,0,-133333.3333,-2,0.021620336
1000888909,5,1,0,1,0,0,2,4,3,0,1,3,-4,-2546666.667,-12,0.064623426
1000888926,6,0,0,0,0,0,6,3,0,0,1,8,-2,0.0,0,0.0
1000888945,1,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0.0
1000888977,6,0,0,0,0,0,4,4,0,1,1,0,-4,-1400000.0,-2,0.0
1000888986,0,0,0,0,0,0,7,2,0,0,0,8,0,0.0,0,0.0
1000889011,1,0,0,0,0,0,7,1,0,0,0,8,0,0.0,0,0.0
1000889075,4,0,0,0,0,0,6,3,0,1,1,0,0,0.0,0,-0.010928962
1000889111,0,0,0,0,0,0,7,0,1,0,0,0,0,0.0,0,0.0
1000889199,3,0,0,0,0,0,7,4,0,0,0,3,0,0.0,0,0.0
1000889221,2,0,0,0,0,0,6,0,0,0,0,8,0,0.0,0,0.0
1000889427,1,0,0,0,0,0,6,3,0,0,0,8,0,0.0,0,0.0
1000889447,4,0,0,0,0,0,6,0,0,0,1,8,0,0.0,0,-0.021857924
1000889450,5,0,0,0,0,0,7,1,0,0,1,8,0,0.0,0,0.0
1000889499,1,0,0,0,0,0,6,1,0,0,0,0,0,0.0,0,0.0
1000889789,5,1,0,1,1,0,0,4,5,0,1,3,0,0.0,0,0.032430506
1000889857,1,0,0,0,0,0,7,2,0,0,0,8,0,0.0,0,0.0
1000889860,1,0,0,0,0,0,7,2,0,0,0,8,0,0.0,0,0.0
1000889899,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0.0
1000890106,0,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000890203,5,0,0,0,0,0,6,1,0,0,1,8,-2,0.0,0,0.0
1000890487,1,0,0,0,0,0,6,0,0,0,0,8,0,0.0,0,0.0
1000890494,0,0,0,0,0,0,6,2,0,0,0,0,0,0.0,0,0.0
1000890674,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0.0
1000890711,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000890727,1,0,0,0,0,0,7,3,0,0,0,0,0,0.0,0,0.0
1000890828,0,1,1,1,0,0,1,2,5,1,0,3,0,0.0,0,0.0
1000890968,1,0,0,0,0,0,6,2,0,0,0,8,0,0.0,0,0.0
1000890995,0,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000891117,1,0,0,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0
1000891142,4,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0.0
1000891150,0,1,0,0,1,0,0,1,2,0,0,3,0,0.0,0,0.0
1000891224,7,0,0,0,0,0,6,4,0,1,1,8,-2,-213333.3333,-2,0.075552388
1000891326,0,0,0,0,0,0,7,1,1,0,0,0,0,0.0,0,0.0
1000891335,5,1,0,1,0,0,2,3,2,0,1,8,0,-733333.3333,-10,0.043003088
1000891435,5,0,0,0,0,0,6,3,0,0,1,8,0,0.0,0,0.010810168
1000891462,4,0,0,0,0,0,6,0,0,0,0,4,0,0.0,0,0.0
1000891594,1,0,0,0,0,0,7,3,0,0,0,0,0,0.0,0,0.0
1000891661,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000891716,0,0,0,0,0,0,7,3,0,0,0,8,0,0.0,0,0.0
1000891932,2,0,0,0,0,0,7,2,0,0,0,8,0,0.0,0,0.0
1000891994,2,0,0,0,0,0,7,1,1,0,0,0,0,0.0,0,0.0
1000892016,3,0,0,0,0,0,6,2,1,0,1,0,0,-100000.0,-2,0.010691373999999998
1000892061,3,0,0,0,0,0,6,2,0,0,1,8,0,0.0,0,0.010810168
1000892081,1,0,0,0,0,0,7,2,0,0,0,8,0,0.0,0,0.0
1000892128,6,1,1,1,0,0,1,5,4,1,1,8,-8,0.0,0,0.021263958
1000892131,1,0,0,0,0,0,7,1,0,0,0,8,0,0.0,0,0.0
1000892167,3,0,0,0,0,0,6,2,0,0,0,8,0,0.0,0,0.0
1000892199,3,0,0,0,0,0,7,0,1,0,0,0,0,0.0,0,0.0
1000892273,5,0,0,0,0,0,6,0,1,1,1,8,0,0.0,0,0.0
1000892311,6,1,1,0,0,0,1,3,3,0,1,3,-2,0.0,0,0.032430506
1000892342,0,0,0,0,0,0,6,3,0,1,0,0,0,0.0,0,0.0
1000892413,4,0,0,0,0,0,6,3,0,0,1,8,0,0.0,0,-0.032786886
1000892451,0,0,0,0,0,0,7,1,0,0,0,0,0,0.0,0,0.0
1000892504,5,1,1,0,0,0,1,2,2,0,0,8,0,0.0,0,0.0
1000893075,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0.0
1000893200,1,0,0,0,0,0,6,1,0,0,0,4,0,0.0,0,0.0
1000893227,0,0,0,0,0,0,6,1,0,0,0,0,0,0.0,0,0.0
1000893442,1,1,0,1,0,0,7,3,2,0,0,8,0,0.0,0,0.0
1000893550,1,0,0,0,0,0,6,4,1,0,0,8,0,0.0,0,0.0
1000893636,5,0,0,0,0,0,6,0,0,0,0,4,0,0.0,0,0.0
1000893744,4,0,0,0,0,0,6,0,0,0,0,8,0,0.0,0,-0.010928962
1000893869,3,1,0,1,0,0,7,1,2,0,1,8,0,0.0,0,0.0
1000893934,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0.0
1000893963,8,1,1,0,0,0,1,5,2,1,1,8,-2,-586666.6667,-6,0.021145164
1000893981,8,1,0,1,1,0,0,2,4,0,1,3,0,0.0,0,0.010810168
1000893990,5,0,0,0,0,0,6,3,0,0,0,3,0,0.0,0,0.0
1000894030,6,0,0,0,0,0,7,3,0,0,0,8,0,0.0,0,0.0
1000894055,6,1,1,0,0,0,1,3,2,1,1,8,0,-660000.0,-2,0.0
